price,bedrooms,sqft_living,floors
560000,4,1950,1
458500,3,1250,1
354000,3,990,1
441000,3,2740,2
194000,3,1260,1
316500,4,2150,2
524950,3,1750,1.5
1.05E+06,3,2880,2
925000,4,2590,2
780000,3,2430,1.5
241000,2,1470,2
519000,3,2020,1
286000,2,610,1
400000,3,3000,1
255000,2,920,1
152000,3,1070,1
599000,4,3410,2
330000,4,1820,2
461000,2,1060,1
620000,5,3070,2
352500,4,2300,1
435000,3,1610,1
725000,5,2830,2
300000,3,970,1
252000,3,1680,2
464625,4,2040,1
340000,3,1450,2
1.33E+06,4,2870,1.5
455000,5,1870,1
495000,4,2490,2
925000,4,3350,2
587000,4,3190,2
524000,3,1560,1
1.03E+06,4,2750,2
176000,2,920,1
249900,2,1140,1
499500,3,2520,1.5
600000,5,3150,1
294000,4,2040,2
272000,4,1780,1
390000,3,2240,2
700000,4,3270,1
635000,5,3110,2
920000,4,1850,2
500000,3,1570,1
263500,2,750,1
975000,4,2240,2
575000,3,1870,2
822000,4,2683,2
300000,3,1490,1
487600,4,2340,2
500000,4,1700,1
680000,2,1450,3
419000,3,3310,2
450000,4,1520,1
650000,5,1260,1.5
550000,3,1840,1
330000,4,1750,1
282510,4,1450,1.5
2.39E+06,4,6330,2
230000,2,1260,1
750000,4,2100,2
321000,4,2430,2
2.20E+06,4,4250,2
245000,4,1830,1
510000,2,1310,1
751000,4,3090,2
675000,4,2560,2
295000,3,1930,1
312000,2,1460,1
730000,3,3460,2
762500,5,3290,2
150000,3,820,1.5
270000,3,1480,1
400000,4,1420,1
650000,3,2790,2
530000,2,1390,1
248000,3,950,1
760000,4,3000,1
199000,4,1280,1.5
240000,2,870,1
415000,3,1360,2
228000,3,1000,1
525000,4,2740,1
399950,3,1560,1
781000,4,2590,2
827000,3,1850,2.5
525000,5,2500,1.5
671300,4,3280,2
175000,2,670,1
1.10E+06,5,2890,1
800000,5,3000,1
329950,4,1920,2
445000,4,1960,2
237000,3,2000,1
1.11E+06,6,3600,2
438900,4,2740,2
1.28E+06,9,3650,2
600000,4,2310,2
670000,4,2095,2
519000,2,1560,1
320000,3,1880,1
270000,2,840,2
1.00E+06,3,2730,2
330000,1,860,1
657500,3,2320,1
450000,3,1540,1
150000,3,890,1.5
792500,4,4290,2
540000,3,1950,2
229900,3,1010,1
533000,4,2830,2
239000,4,1500,1
713900,3,3370,1
427500,4,3160,2
302000,3,1110,1.5
1.15E+06,3,3830,2
555000,3,3160,2
495000,3,2100,2
495000,3,2240,1
340000,2,1060,1
464950,4,2350,1
320000,4,1940,2
440000,1,1160,1
686000,3,1840,2
555000,4,2260,1
361500,2,840,1
1.24E+06,5,2830,2
154950,4,1600,1
247200,3,1370,1
250000,3,1960,1
590300,3,1470,2
541125,5,2740,1
310000,2,1090,2
704111,4,2460,1
277500,3,1820,1
325000,4,1960,1
289200,3,1760,2
185000,1,720,1
1.45E+06,4,3470,2
420550,4,1370,1
603000,4,2370,1
345000,3,1390,1.5
650000,3,1840,1
589950,5,2790,1
309950,2,1460,2
775000,3,2620,1.5
590000,4,2230,1.5
863500,4,3250,2.5
517500,3,1190,1
700000,3,2090,1.5
699000,3,2580,1
350000,3,2100,2
795000,4,3160,2
543000,3,2090,1
325000,3,1570,2
337500,3,1020,1.5
425000,2,1300,1
780000,3,2110,1
259000,2,1210,1
524400,4,1990,1
260000,3,1630,1
273000,2,1384,2
639900,4,3380,2
420000,4,2480,2
510500,3,1270,1
290000,4,1010,1.5
226000,3,1490,1
300000,2,820,1
407450,3,1810,1
390000,4,3060,1
1.06E+06,6,2980,1
610000,3,3440,2
239975,3,1820,1
375000,3,2320,1
742500,4,2620,2
450000,4,2190,1
300000,3,1780,1
216600,3,2200,1
525000,3,1600,1.5
455000,4,2450,1
390000,4,2680,2
450000,3,1850,1
382000,4,1740,1.5
287000,3,1490,1
460000,4,1960,1
435000,3,1380,2
575000,2,1510,1.5
626700,3,1410,1
352000,4,1440,1.5
650000,3,920,1
197000,3,1090,1
340000,8,2790,1
560000,3,1840,1
354000,3,1340,1
670000,4,2570,2
769000,4,3010,2
650000,4,2160,1
650000,3,2140,1
289950,4,2090,1
300000,3,1810,1
471000,4,1760,1
639000,4,2500,2
287000,2,930,1
740000,4,3030,2
499922,3,1460,1
675000,4,2940,2
738515,5,3360,2
445000,3,2110,1
1.04E+06,4,2740,1
346000,2,1070,1
450000,3,1680,2
350000,4,2260,1
2.40E+06,4,5860,2
594950,4,2380,1
1.70E+06,5,3320,2
219000,2,1050,1.5
450000,4,2070,2
402000,4,1790,2
275000,2,840,1
421500,3,990,1
560000,3,4120,2
314000,3,1620,1
287000,4,1340,1
277000,4,1500,1.5
337500,2,1300,1
792000,4,3100,2
435000,3,3380,2
313100,4,2660,1
575000,3,1700,1.5
510000,4,1840,1
299950,2,890,1
1.03E+06,3,2800,1
364000,4,2010,1
335000,3,1380,1
219950,3,1210,1
215000,3,1280,1
640000,4,4090,2
535000,3,1580,1
253000,4,1910,1
650000,2,1740,2
672000,3,1130,1.5
606000,3,1970,1
292000,3,1780,1
289950,3,1670,1
257500,4,1360,1
380000,3,1840,1
360000,3,1255,3
269500,3,1840,1
449000,4,2960,2
375000,4,1430,1.5
2.20E+06,5,5990,2
810000,4,3480,2
994000,5,4260,2
275000,5,1820,1
300000,2,1290,2
380000,5,2130,2
200000,3,1170,1
635000,3,1730,3
280000,2,880,1
574000,3,2380,2
1.05E+06,4,1330,1
545000,3,1780,2
271950,3,1220,1
630000,5,2490,1
400000,2,1180,1
334000,4,2310,2
332500,4,1440,2
525000,2,1620,2
408000,3,2620,2
846450,4,3710,2
411100,3,1040,1
409124,5,3320,2
335950,2,800,1
480000,5,2040,1
280000,2,1960,1
668000,4,2670,2
750000,4,2930,2
394475,2,830,1
848000,5,2290,2
675000,3,2510,2.5
175000,3,1280,1
560000,4,1810,1
538888,5,2080,2
359000,4,1680,2
300000,3,1660,2
273000,3,1650,2
670000,3,1420,2
530000,4,2240,1
625000,3,1230,1
248000,3,1260,1
533000,3,2060,2
549950,4,3090,1
485000,4,3220,1
353500,3,2020,2
435000,2,1910,1
241000,3,1150,1
885000,4,2730,1.5
799200,6,2890,2.5
760000,3,2280,1
270000,2,1040,1
675000,4,2440,1
499000,3,1720,1
1.20E+06,3,3430,1.5
320000,4,2570,2
890000,4,4360,1
275000,4,2060,1
490000,4,3020,2
550000,3,2340,1.5
390000,5,2400,1
277000,3,1610,1
236000,3,1090,1
265953,3,1470,1
545000,3,1670,1
535000,3,1850,2
1.45E+06,3,3940,1
490000,4,2330,2
319950,4,2020,1.5
625000,3,1300,1
248000,3,1180,1
475000,3,1320,1
410000,6,2520,1
670000,3,1680,3
430000,3,2000,2
313000,2,1180,1
950000,3,3330,2.5
751750,2,1880,1.5
760000,4,2990,2
310650,3,1510,1
367500,4,3110,2
580000,4,2150,2
580000,3,1900,1.5
665000,4,2720,2
239950,3,1560,2
470000,4,1990,2
733000,3,1740,1
250000,4,2130,1
402000,4,1510,1
295000,5,2100,2
355000,5,2344,1
289000,3,1970,1
376000,3,1470,2
212700,2,940,1
325000,3,1780,1
415000,4,2230,2
935000,3,3570,1
372000,3,1920,2
240000,3,1290,1
334950,3,1880,1
426500,4,2960,2
430000,2,1840,1
400000,3,1890,1
455850,3,1820,1
1.97E+06,4,4370,2
400000,3,1530,1
397500,3,1030,1
755000,3,2000,3
287000,5,1730,1
480000,4,3620,2
490000,3,2040,2
365000,3,2640,2
260000,3,1600,2
505000,4,1480,1.5
260000,2,700,1
430000,2,700,1
905000,4,3520,2
440000,3,1650,2
439500,4,1360,1.5
270000,3,1350,1
306500,3,1970,2
380000,3,1470,2
215000,4,1610,1
299900,2,810,1
1.45E+06,4,2820,2
239950,3,1900,1.5
494000,4,1830,1
317500,4,1730,1
670000,4,2110,2
650000,3,3060,2
852000,4,2620,2
250000,2,1088,2
264950,3,1400,1
582500,2,1540,1
384000,3,1540,2
817000,3,2310,1.5
320000,4,1730,1
445800,4,2070,1
263300,2,900,1
215000,3,860,1
842500,5,2980,1.5
850000,5,2980,1.5
386000,5,2740,2
251100,4,1790,2
435000,3,1750,1
870000,4,3610,2
800000,6,1430,2
555000,3,1570,1
280000,2,2280,2
356000,3,940,1
675000,4,2920,2
605000,4,2260,2
690500,5,2000,1.5
437000,2,1440,1
850000,5,2310,1.5
350000,4,2300,1.5
480000,2,1490,1.5
379500,3,1830,2
600000,5,4440,2
1.44E+06,4,4970,2
303000,2,1000,2
800000,4,4940,1
549000,2,1980,1.5
324950,3,1560,1
170000,2,870,1
178000,3,840,1
144000,3,1250,1
1.58E+06,4,3120,1
258000,2,750,1
345000,3,710,1
470000,3,2290,1
2.90E+06,5,3750,2
350000,3,980,1
225500,2,1590,1
473000,2,940,1
279000,3,1750,1
470000,3,1460,1
565000,3,1540,1
695000,3,2560,1
315000,3,1660,1
529000,3,1880,2
750000,5,3500,1.5
481500,3,1840,2
211000,3,1060,1
455000,3,1790,1
238950,2,810,1
722500,4,2600,2
795000,4,3230,1
327500,4,2240,2
585000,4,3400,2
775000,4,3140,1
645000,4,2780,2
445000,4,2320,1
257950,3,1370,1
375000,5,2230,1
245000,3,1610,2
725000,3,3410,2
702000,4,2810,2
330000,3,1850,2
940000,3,1790,1.5
354500,3,1150,1.5
279950,4,2420,1.5
284000,3,1580,1
480000,5,1760,1
647500,5,1760,1
625000,3,2750,2
152000,3,920,1
322000,3,960,1
445000,3,1120,1
595000,3,1560,1.5
165000,3,1380,1
278500,4,1940,2
517500,3,1810,1
343566,2,1100,1
286285,4,1980,1
474905,4,1340,1
550000,3,1680,1
286000,4,2060,2
900000,3,2620,1
449950,3,1610,2
259000,4,1490,2
340000,3,1900,1
785000,4,3440,2
490000,2,1840,1.5
344950,4,2330,1
950000,3,2250,2
810000,4,2000,1
998160,2,3010,1
377000,3,1680,1
595000,3,1530,1
313300,2,970,1
360000,5,1550,1.5
188000,3,1660,1
755000,3,3680,1.5
1.29E+06,5,3210,2
455000,3,1480,2.5
817500,5,3600,2
550000,3,1700,3
260000,3,1680,1
320000,3,1550,1.5
1.15E+06,3,3780,1
362000,4,2360,1
503500,3,1810,2
653000,3,2290,2
760000,4,3370,2
775000,4,2090,1
1.34E+06,4,2130,1.5
417500,5,2060,1
525000,3,1560,1
217000,2,730,1
525000,4,2910,1
442500,4,2490,1
525000,4,1710,1
425500,4,1520,1
710000,3,2930,2
545000,4,3160,1
410000,5,2910,1.5
245000,3,1700,1
194900,2,810,1
284000,4,2000,2
280000,2,1894,1.5
280000,3,2080,1
360000,4,1730,1
405000,2,720,1
865000,4,3560,2
483300,4,1210,1
355000,4,2130,2
274950,3,1570,1
1.93E+06,3,3950,2
755000,3,3450,2
1.94E+06,4,7220,2
309212,3,1150,1
219950,3,1500,1
690000,3,1300,1.5
250800,3,1290,1
557500,3,2510,1
941000,4,2320,1.5
3.65E+06,6,5480,1.5
305000,4,2030,1
815000,4,2060,1
1.02E+06,3,2920,1
1.24E+06,4,3330,1.5
535000,3,2110,2
775000,3,1175,1
255000,3,1590,1
327000,2,1070,1
560000,4,2720,2
1.34E+06,4,2980,2
199500,3,1160,1
760000,4,3580,2
439000,3,3020,3
527000,4,2380,1
199950,3,2270,1.5
254000,3,1660,2
393000,2,830,1
585000,5,2480,1
450000,2,1900,1
565000,2,1670,1
330000,5,2000,1
870000,3,2320,1.5
585000,4,1860,1
500000,3,2110,2
225000,3,1400,1
295000,3,1400,1
775000,3,2850,1
280000,3,1370,1
539000,3,2170,1.5
567500,3,2570,1
442500,4,1970,1
598200,5,2980,3
610000,4,2300,2
544900,3,1990,2
557500,4,2390,2
532500,3,2160,1
1.35E+06,4,3300,2
750000,3,1840,1
530000,3,2030,2
346100,3,1400,2
260000,4,2320,2
365000,3,1410,1
615000,3,1860,1
318400,4,1820,2
498500,4,1910,2
450000,3,1540,1
200000,3,1430,1
234000,3,1010,1
121800,2,940,1
805000,3,2600,1.5
410000,4,2060,1
475000,3,1920,2
1.34E+06,4,2900,2
269000,1,1020,1
573000,4,2150,2
330000,3,1660,2
252750,4,1230,1.5
745000,2,2170,1
280000,3,1280,1
535000,4,2240,1
580000,4,1780,1
301000,3,1840,1
600000,4,1740,1
538900,5,3040,2
366000,3,2370,2
303000,4,2100,2
432000,3,1470,2
300000,2,1300,1
908800,3,3420,2
500000,3,1190,1
254000,5,2080,1
470000,5,2180,1.5
480000,3,1460,1
536000,3,1530,1
1.35E+06,4,4740,2
550000,3,1980,1
260000,3,1710,1
284900,2,1160,2
740000,3,2200,2
425000,2,1170,1
230000,3,1120,1
675000,3,1710,2
267500,3,1650,1
814000,4,2840,1
1.25E+06,4,3310,1.5
460000,3,1860,1
445000,3,2250,2
715000,3,2890,2
425000,3,2120,1
370000,4,2130,2
302000,2,1170,1
453000,4,2120,1
290000,3,1280,1
1.04E+06,4,3170,2
925000,4,2260,1
600000,3,2930,1
354000,3,1060,1
204950,4,1740,1
675000,4,2990,2
995000,4,3530,2
800000,5,2960,1
472500,3,1650,2
549950,4,2720,1
575575,3,1516,1
545000,4,4386,1
340000,3,2580,1
225000,3,960,1
299950,2,1460,1
829900,4,3840,2
340000,4,2090,2
515000,4,2470,1
601000,4,2090,2
470000,3,2070,2
371500,3,1650,1
550000,3,1880,1
242550,4,2060,2
367500,3,1410,1
359000,4,2770,2
204900,3,1390,1
850000,4,5440,1
187000,3,1280,2
326000,3,1720,1
340000,3,1720,1
330000,6,3040,1
782000,4,3780,2
612000,4,2670,2
400000,3,1350,1
941500,5,3490,2
313000,2,870,2
735000,4,2410,1.5
471000,3,1640,1
350000,3,1540,1
530000,4,2370,1
415000,4,1830,2
639500,4,2330,2
580379,4,2240,1.5
378000,2,1700,2
265000,3,1750,1
212000,3,1100,1
400000,4,2320,2
750000,4,2540,2
384900,5,3090,1
176000,2,770,1
350000,3,2370,2
168000,3,1200,1
358000,4,2200,1
580000,3,2660,1
442500,3,1600,1
515000,2,1330,3
554000,5,3440,1
659000,3,2510,2
414999,4,2150,1
275000,3,1180,1
193000,2,680,1
525000,4,2840,2
424000,3,1820,2
455000,2,1070,1
463000,2,1250,2
1.10E+06,4,2190,1
523000,3,3000,2
615000,4,2270,1
1.52E+06,4,4500,2
870000,5,3400,2
710000,3,2830,2
215000,3,960,1
590000,2,1530,1
323000,5,2500,1
279000,4,1560,1.5
535100,3,2070,1
830000,5,2710,1
815000,4,3150,2
535900,3,1880,1
230000,3,1250,1
325500,4,2290,1
359000,3,1990,2
505000,3,2100,2
253905,3,940,1
369950,3,1640,1
350000,3,1860,2
650000,4,2100,3
295000,3,1500,1
620000,3,1680,1
2.00E+06,2,3900,2
246000,3,1400,1
430000,3,2600,1
509990,3,1440,2
490000,4,1870,1
385000,4,2960,1
769000,4,2440,2
185000,2,1122,1
303500,3,1060,1
468000,4,2150,1
449950,4,3100,2
235000,2,880,2
520000,4,2490,2
203000,2,1080,1
657000,5,2530,1
275000,3,1200,1
540000,4,2850,2
455000,4,2950,2
458500,2,1160,1
549900,4,3420,2
750000,3,2240,2
235000,4,1450,1.5
286000,4,1820,2
2.65E+06,4,4700,2
602000,4,2430,1
640000,3,1960,1.5
267000,3,1440,1
712000,4,2730,2
244500,2,910,1
301000,2,910,1
990000,4,2430,2
739999,4,3350,2
480000,4,2320,1
305000,3,1260,3
703300,3,1980,1.5
265000,4,1580,2
600000,4,2710,2
253000,3,1400,1
617950,4,2410,2
385000,4,1790,2
319000,3,1640,1
696000,3,1670,1
345000,2,970,1
380000,3,1610,3
647500,4,2060,1
725000,3,3570,2
269950,3,1400,1
875000,4,3470,2
299950,3,1210,1
1.88E+06,4,3930,2
430000,2,990,1
495000,5,2200,2
275000,3,1510,1
333000,3,1620,1
247000,3,1580,2
204555,3,1260,1.5
432000,3,2190,1
175000,3,1230,1
556300,4,2030,1
286000,2,780,1
320000,2,1110,3
815000,3,2790,2
385000,4,1660,1
1.04E+06,4,3410,2
350000,4,2390,2
277000,4,1850,2
415000,6,2500,1
295000,3,1000,1
969000,4,2450,2
339888,4,1440,1
269950,3,1660,2
1.19E+06,3,2510,2
780000,4,3090,2
198000,3,860,1
350000,2,1220,1
350000,3,1010,1
319000,4,2390,2
311000,4,3340,2
394000,5,3620,2
1.34E+06,5,4200,2.5
2.70E+06,5,3831,2
396000,3,1980,1
809000,4,1790,1
480000,3,1580,1
535000,6,2460,1
425000,5,2110,2
408000,3,1470,3
1.26E+06,4,3510,2
310000,1,520,1
292000,3,1950,2
217000,2,770,1
398500,4,2250,2
2.25E+06,3,4040,1.5
700000,4,2360,1
585000,4,2330,2
399950,3,1720,1
235000,3,1900,1
212000,3,1040,1
310000,3,2070,1
539000,3,2070,1
390000,3,1550,2
560000,3,2020,1
800000,5,3320,2
1.90E+06,4,4130,2
472000,5,2030,1
502550,3,1770,1
830000,4,3330,2
224950,4,2260,1
375000,3,1950,2
645000,3,2930,1.5
599000,3,1960,1.5
515000,4,2980,2
135000,2,780,1
485000,3,1650,2
890000,3,4030,2
215000,3,1010,1
299500,3,1190,1
800000,2,1050,1
275000,3,1560,2
256400,3,1490,1
310000,2,770,1
385000,1,620,1
203000,3,1200,1
285000,4,2120,1
473975,3,2330,2
320000,3,2000,1
599000,5,2820,1
580000,3,2040,1
269500,4,1700,2
274000,2,820,1
347000,2,1315,2
270000,3,1390,1
1.43E+06,3,1890,1
220000,3,1460,1
243000,3,1480,1
457500,3,1840,1
340000,2,1880,1
657500,4,1910,1.5
332500,4,2220,2
340000,3,1410,1
350000,4,3380,1
428000,4,1950,1
515055,4,2400,2
450000,3,1560,1
190000,3,1040,1
1.00E+06,4,3090,3
299000,3,1850,2
508000,2,1200,2
294000,4,2190,2
320000,2,1380,1
641000,5,3710,2
675000,3,2320,1
255000,3,1110,1
286651,3,1830,2
607500,4,2460,1
765000,3,1270,1
334950,4,1700,1
426000,3,1130,1
775000,3,1640,1.5
343000,2,1040,1
470101,4,2320,2
195000,3,1200,1
772500,4,1720,1.5
450000,3,2330,1
1.44E+06,4,4410,3
525000,4,1650,1
280000,3,1370,2
270000,3,1770,1
406100,3,1410,3
332544,2,1710,1
110000,2,790,1
685000,6,2770,1.5
461000,4,1260,1.5
615000,3,2300,1
550000,2,1070,1
1.06E+06,4,3850,2
685000,3,2320,2
1.56E+06,5,2870,2
312000,4,1830,2
507500,3,1990,1
217000,3,1110,1
439000,3,1830,1
620000,6,3600,2
915000,4,3210,2
425000,4,1490,1
435000,2,990,1
305000,3,1646,2
276000,2,720,1
327500,3,2310,2
810000,3,2670,2
715000,3,3060,2
272000,3,1380,1
266000,2,700,1
543000,3,1710,2
400000,3,1450,1
509500,5,2060,1
495000,3,2380,2
424950,4,2760,2
230000,3,940,1
235000,4,1760,1.5
763000,3,1360,1
350000,3,2010,2
900000,3,2160,2
250000,3,930,1
225000,3,1020,2
255000,2,1360,1
161700,4,1720,1
336000,3,1790,1
410500,3,1150,1
502700,4,2710,2
505000,3,2400,1
250000,3,1660,1.5
570000,3,1660,1.5
349900,4,2290,2
465000,3,2870,2
625000,4,4240,2
655000,3,1800,1
469000,4,2960,1
355000,3,1980,1
596000,3,1730,2
790000,4,3020,2
885000,4,4470,2
1.03E+06,4,2830,2
710000,4,2120,1
428040,3,2150,2
1.37E+06,5,3510,1
546000,2,970,1
540000,4,1360,1.5
435000,3,1470,1
540000,4,3040,1
284000,2,860,1
208000,2,820,1
315000,3,1900,1
417500,2,1330,1
345000,3,1240,1
375000,3,1330,3
389800,3,1880,1
475000,3,1890,1
569000,4,2250,2
985000,5,4650,2
532000,3,1830,2
280000,2,720,1
435000,4,1960,1
223000,3,1220,1
390000,2,1800,1
315000,3,1340,1
612000,3,1740,1
591000,3,1680,1
800000,4,3220,2
225000,3,1610,1
589900,2,3160,2
565000,4,2520,1
650000,3,2120,1
499000,3,2090,2
280000,3,1330,1.5
649950,3,2420,1
420000,3,1510,1
319990,4,2120,2
265000,3,1850,1
482000,3,2300,1
452000,3,2600,1
1.49E+06,4,5180,2
375000,2,1810,1.5
588000,5,2190,2
635000,4,2500,2
280500,4,1890,2
210500,2,2040,1
196500,3,1310,1
1.40E+06,5,4010,2
475000,3,1780,1
550000,3,1980,2
1.58E+06,3,3690,2
240000,3,1540,1
272000,3,1130,1.5
408506,3,2480,1.5
640000,3,2580,2
316000,4,2010,2
299000,4,2320,1
447500,2,1180,2
736500,4,3180,2
665000,4,2970,2
707000,5,3050,1
215000,4,1630,1
275000,3,1620,2
648000,4,2170,2
415000,4,2150,2
690000,3,1770,3
320000,4,2110,1
750000,3,1590,1
355000,3,1370,3
246000,3,1390,1
1.16E+06,3,1640,1
744000,3,2670,2
1.21E+06,3,5400,2
217000,3,1690,1
583000,3,2600,2
515000,2,1400,1
594000,4,2140,1
303100,3,1640,1
430000,3,1720,1
708000,5,3060,2
221000,3,1150,1
325000,3,2000,2
1.30E+06,0,4810,2
385000,3,1560,1
359500,3,2070,2
433000,3,1920,1
525000,2,1000,1
356200,3,1690,1
595000,4,3090,1
560000,4,1790,1
2.18E+06,4,4750,1.5
513000,4,2090,1
365000,2,680,1
368000,4,2100,1
870000,4,2840,1.5
225000,3,1470,1
1.39E+06,4,4490,2
177000,3,1150,1
465000,3,1460,1
750000,4,3150,1
149000,3,1090,1
605000,3,2670,2
725000,3,2110,1.5
413900,4,1770,2
199950,3,1510,1
400000,1,530,1
870000,3,2420,2
292000,5,2490,1
225000,3,990,1
466750,4,1730,2
330000,2,1440,1
770000,7,3260,2
802500,4,1950,1
378800,5,2740,2
795000,3,2940,2
460000,3,1200,1
567000,3,2070,2
209950,3,1570,1
415000,2,1050,1
424500,4,1830,1
261000,2,970,1
365000,3,2200,2
631000,4,1930,1.5
3.80E+06,5,7050,1
584000,3,1790,2
310000,3,1560,1
717000,4,2780,2
667000,3,1720,2
190000,3,1640,1
430000,3,1730,1
213000,2,740,1
475000,3,2280,1
649000,2,2090,2
715000,3,2550,2
845000,4,3350,1
390000,3,2770,1
390000,4,2860,1
328000,4,1990,1
239999,3,1740,1
225000,3,1460,1
920000,3,3670,1
940000,4,3270,2
465000,3,1210,1
241000,3,1770,1
307550,4,1980,2
490000,4,2650,1
647000,4,3040,2
780000,4,3640,1.5
517500,3,1810,2
295000,3,1380,1
560000,4,1810,2
319450,5,2250,1.5
1.50E+06,4,3860,2
340000,4,2380,1
249950,3,1370,1
499950,3,1830,1.5
1.04E+06,4,1440,1
750000,4,2510,1
875000,4,3230,2
678000,3,1670,1
360000,2,780,1
354900,3,1720,1
632000,5,2260,1
350000,3,1480,1
990000,3,2550,2
1.65E+06,4,3920,3
481000,4,2286,2
485000,3,1500,1
477000,3,1740,2
560000,5,2880,1
600000,6,2600,1
622500,5,3320,2
410000,2,1660,2
318200,3,1990,2
289000,3,1680,1
263000,3,1570,2
240000,3,1150,1
281500,3,1270,1
587206,3,1890,2
482000,2,1350,2
485000,3,1650,1
309000,3,1450,2
221000,3,1640,1
700000,3,2030,2
411500,5,2420,1
285000,4,2770,2
395000,4,1980,1
237950,2,1460,1
680000,3,1610,1
199950,2,1010,1
765000,4,2760,2
515000,2,1060,1
470000,3,1510,1
330000,2,880,1
284000,3,2150,1
295000,3,1660,1
555000,4,2160,1
350000,3,1370,1.5
240000,3,1460,1
419900,3,1450,1
528000,3,1560,1
481000,4,2480,1
304700,2,740,1
715000,4,2927,2
738950,4,2260,1
215000,3,1240,1
300000,6,2040,1
346000,3,1270,1
473000,4,4370,2
500000,3,1700,1
750000,2,1300,1
519900,4,1820,1
378500,2,880,1
314500,3,1870,1
499950,3,1350,1
1.74E+06,5,4870,2.5
630000,3,2460,2
360000,4,1720,1
460000,2,2730,1
361000,3,1100,1.5
713400,3,1810,1
445000,2,930,1
305000,4,1590,1
1.43E+06,3,2710,1.5
222000,3,1460,1
510000,5,3400,2
500000,5,2920,2
605000,2,910,1
393000,3,1320,2
725000,4,2490,2
320000,3,2220,1
210000,4,1130,1
419900,4,2750,2
410000,4,2240,2
721000,3,2680,1
605000,2,1270,1.5
738000,3,1520,1.5
725000,6,2480,2
255000,2,960,1
303000,3,1340,3
394950,3,1090,1
530000,4,2240,2
475000,4,3740,1
250000,4,1800,2
180000,3,780,1
443500,2,1330,1
390000,4,1900,1
430000,4,1570,1
460000,5,3100,2
660000,3,2740,2
515000,3,1570,1
482500,3,1330,1
305000,2,1140,2
835000,4,1550,1.5
237000,3,1290,1
445000,2,1510,2
710000,4,2720,1
180000,3,840,1
280017,3,1850,2
436500,4,2290,2
1.26E+06,4,3200,2
420000,3,1800,1
205000,3,860,1
570000,3,1980,1
565000,4,2140,1
287000,2,2410,1
260000,4,1650,1
470000,4,1650,1
700000,3,2410,2
249000,3,1520,1
568000,3,2050,1
500000,4,1720,1.5
358000,5,2390,1
225000,3,1680,2
275500,3,1060,1
495000,3,1860,2
758800,5,1750,1
280000,3,1480,1
380500,3,1900,2
3.20E+06,7,6210,2.5
260000,3,1440,1
630000,4,1910,3
875000,3,2010,1
457500,3,960,1.5
900000,2,1240,1
235000,2,870,1
410000,3,1400,2
355000,3,1850,1
1.30E+06,4,4270,2
467500,3,2260,1
500000,4,2690,1.5
995000,4,2780,2
277000,3,1140,1
630000,4,2900,2
628000,5,2830,1
655000,5,2560,2
170000,2,1240,1
352500,4,2100,1
615000,4,3120,2
165000,3,970,1
243500,4,2300,2
304000,2,950,2
369000,3,2110,1
779950,4,2990,2
605000,4,2940,1
292500,4,1860,2
500007,2,1820,1
449999,4,1950,2
355000,4,1890,2
258000,4,2710,1
380000,4,2150,1
650000,4,3720,1
456500,4,2580,2
259950,4,1540,1.5
123000,2,1050,1.5
520000,3,1210,3
506000,4,2040,1
425000,3,980,1.5
438000,5,1990,2
1.49E+06,4,2420,1
375000,4,1240,1
337500,3,1530,1
300000,4,2080,1
627000,5,3570,2
1.40E+06,5,4230,2
674725,4,2700,2
325000,3,2200,1
230000,5,1210,2
485000,5,2140,1
315000,4,2740,1.5
560000,3,1370,3
444000,4,2800,2
325000,3,1060,1
118125,2,790,1
212000,2,790,1
428900,4,2820,2
510000,3,1850,1
416000,3,1110,1
950000,4,3230,2
204000,3,1460,1
7.70E+06,6,12050,2.5
878000,4,3480,2
1.05E+06,4,3560,3
350000,2,840,1
659500,3,1820,1
395000,3,1630,1
308950,4,1920,2
410000,3,1750,1
710000,4,2750,1
175000,1,620,1
508800,3,1720,1
606400,3,1800,1.5
245100,3,1300,1
540000,3,1970,1
415000,3,1740,1
469500,4,1930,1
195000,3,1190,1
1.62E+06,4,4250,2
1.45E+06,4,4360,2
1.20E+06,3,3420,1
1.07E+06,4,4260,2
555500,2,920,1
440000,3,1040,1
485000,3,1260,1
693000,3,2460,2
295000,3,830,1
700000,3,2060,1
767500,2,2210,1
800000,6,5480,2
440000,3,1860,2
600000,3,1350,1
1.16E+06,4,2790,2
506000,2,1570,1
474950,4,2030,1
654000,3,2570,1
710000,2,1210,1
620000,4,1530,1
390000,3,1510,2
550000,3,1720,1
353000,3,2190,1
465000,4,3030,1
279900,3,1410,1
700000,2,1679,2
395000,4,1980,1
375000,4,1900,2
547000,4,1720,1.5
525000,5,2480,2
285000,3,1210,1.5
570000,2,1540,1
409000,3,2740,2
260000,4,1811,2
348000,4,2720,1
389000,4,1520,1.5
445000,4,2160,1
400000,3,1390,1
302000,4,1740,2
798000,3,2849,2
335000,2,1440,1
585000,4,3000,2
2.50E+06,4,3330,1
555000,4,1720,1
3.10E+06,3,3920,2
295000,3,1500,2
265000,4,2050,1
330000,4,1180,1
286000,4,1600,2
305000,3,1260,3
970000,2,1290,1
525000,4,2680,1
355000,3,2370,1
469950,5,2310,1
435000,4,1450,1
363500,4,2680,2
595000,2,1030,1
275000,3,1320,1
295000,2,670,1
345000,3,2670,2
485000,3,2440,2
